tic,cik,permno
prim,0001361538,92773
ges,0000912463,83822
tgls,0001534675,13403
bma,0001347426,91133
tgtx,0001001316,82670
ssys,0001517396,81010
vlrs,0001520504,14132
hcsg,0000731012,41292
ego,0000918608,89648
eig,0001379041,91688
wti,0001288403,10278
wti,0001288403,90533
bbn,0001493683,51393
parr,0000821483,79259
axl,0001062231,86547
uec,0001334933,92294
sxi,0000310354,43481
nrc,0000070487,90369
azz,0000008947,16126
eqx,0001756607,33284
apog,0000006845,14526
veco,0000103145,48944
veco,0000103145,81116
cash,0000907471,79571
pro,0001392972,77485
pro,0001392972,92143
ccsi,0001866633,78872
pfbc,0001492165,90603
aten,0001580808,85159
amcx,0001514991,12880
cnob,0000712771,13791
cnob,0000712771,83642
rna,0001599901,13968
rna,0001599901,89375
geo,0000923796,64741
geo,0000923796,80774
usph,0000885978,77629
glp,0001323468,90886
kids,0001425450,23262
kids,0001425450,48216
kids,0001425450,11193
kids,0001425450,11545
btz,0001379384,75891
btz,0001379384,78948
hska,0001038133,85187
slca,0001524741,13253
peri,0001338940,81503
peri,0001338940,91082
brkl,0001049782,85860
pfc,0000946647,42403
bfs,0000907254,79558
aus,0001838207,51895
aus,0001838207,68283
bcor,0001068875,84194
bcor,0001068875,86544
sa,0001231346,90118
bkd,0001332349,90988
himx,0001342338,91163
tnk,0001419945,92518
pll,0001728205,35051
etw,0001322435,32281
oii,0000073756,58975
mgi,0001273931,19721
mgi,0001273931,90213
mgi,0001273931,42892
mgi,0001273931,54324
noah,0001499543,12377
hfwa,0001046025,85731
ra,0001655099,78065
ra,0001655099,93068
ra,0001655099,81660
cal,0000014707,66456
cal,0000014707,60388
cal,0000014707,79640
cal,0000014707,79641
siga,0001010086,80660
siga,0001010086,85401
plab,0000810136,11154
rc,0001527590,79436
shen,0000354963,88742
shen,0000354963,79110
mnkd,0000899460,90285
ero,0001853860,31683
imax,0000921582,80635
skyw,0000793733,10421
gbx,0000923120,80719
gern,0000886744,83756
bv,0001734713,27087
bv,0001734713,13261
pdfs,0001120914,89044
agro,0001499505,12540
pump,0001680247,90190
nvgs,0001581804,14301
rgr,0000095029,73219
geni,0001834489,86967
amsf,0001018979,90963
bhe,0000863436,76224
cutr,0001162461,90081
sii,0001512920,45794
valn,0001836564,80013
splp,0001452857,13366
ta,0001378453,19051
ta,0001378453,85944
ta,0001378453,91727
jrvr,0001620459,90864
gpro,0001500435,11735
gpro,0001500435,89502
gpro,0001500435,89502
mtl,0001302362,51270
mtl,0001302362,52821
mtl,0001302362,90384
umh,0000752642,92690
vnet,0001508475,12699
bbby,0000886158,77659
star,0001095651,72654
star,0001095651,75846
star,0001095651,77405
star,0001095651,92104
cco,0001334978,90989
vist,0001762506,79584
aosl,0001387467,93340
merc,0001333274,75578
atec,0001350653,91348
par,0000708821,61146
par,0000708821,48629
par,0000708821,92424
schn,0000912603,79866
adtn,0000926282,80791
next,0001612720,75835
next,0001612720,91166
inva,0001080014,85297
acel,0001698991,10613
acel,0001698991,11739
jbss,0000880117,77165
lpsn,0001102993,88174
wash,0000737468,11397
rdfn,0001382821,65462
ango,0001275187,90179
anf,0001018840,68275
anf,0001018840,83976
kamn,0000054381,47002
lbai,0000846901,87614
sgmo,0001001233,88195
adv,0001776661,64514
qcrh,0000906465,79731
gb,0001799983,88615
dole,0001857475,40707
dole,0001857475,93056
krny,0001617242,90600
aste,0000792987,10382
pds,0001013605,61823
pds,0001013605,84155
pds,0001013605,90999
mlab,0000724004,53074
mlab,0000724004,54966
pebo,0000318300,78903
twi,0000899751,79198
orgn,0001802457,90189
opi,0001456772,75792
rbcaa,0000921557,86287
cmco,0001005229,83120
sli,0001537137,41320
sli,0001537137,58923
nmm,0001415921,92426
wmc,0001465885,15229
wmc,0001465885,89639
wmc,0001465885,13401
clb,0001000229,52791
clb,0001000229,80077
clb,0001000229,82656
hbnc,0000706129,11565
mgic,0000876779,76948
chi,0001171471,43502
efc,0001411342,85943
efc,0001411342,12329
este,0000010254,17073
hibb,0001017480,84084
cii,0001278895,30410
cii,0001278895,69788
cii,0001278895,76097
vhi,0000059255,45225
vhi,0000059255,45225
ha,0001172222,81666
chrs,0001512762,22753
rwt,0000930236,82213
hwkn,0000046250,41241
spnt,0001576018,83933
bcx,0001506289,21733
bcx,0001506289,84002
pbt,0000319654,62359
mrc,0001439095,48805
mrc,0001439095,76685
mrc,0001439095,84170
mrc,0001439095,13343
inn,0001497645,48581
inn,0001497645,12566
drq,0001042893,85424
gsbc,0000854560,75906
ccf,0000830524,82542
mod,0000067347,54704
jpc,0001216583,51828
utl,0000755001,67360
amwd,0000794619,10501
rapt,0001673772,83160
ntst,0001798100,83889
mcb,0001476034,87466
giii,0000821002,75905
wina,0000908315,79491
wrld,0000108385,77114
arce,0001740594,11296
rpt,0000842183,75416
cars,0001683606,85806
ahh,0001569187,13988
ahh,0001569187,13887
nrds,0001625278,66288
imos,0001123134,89025
wnc,0000879526,37911
wnc,0000879526,77117
pnt,0001811764,38340
pnt,0001811764,62010
dlx,0000027996,61743
vvi,0000884219,19721
matw,0000063296,80759
ufcs,0000101199,78693
hcci,0001403431,92588
smp,0000093389,39220
avan,0001819608,10258
phar,0001828316,82688
sp,0001059262,53364
sp,0001059262,40985
sp,0001059262,70199
sp,0001059262,88855
sp,0001059262,90194
ctbi,0000350852,11844
land,0001495240,53188
land,0001495240,13756
land,0001495240,86359
brg,0001442626,54519
forr,0001023313,84210
hafc,0001109242,88865
coco,0001482981,86715
law,0001625641,59053
tcpc,0001370755,13380
nfbk,0001493225,92443
cde,0000215466,22285
cde,0000215466,24441
audc,0001086434,86929
ebix,0000814549,11481
til,0001789769,91885
oxlc,0001495222,12505
dyn,0001818794,90352
wetf,0000880631,77217
uvsp,0000102212,89828
aeri,0001337553,14238
tbi,0000768899,19546
tbi,0000768899,83671
cstl,0001447362,82685
nstg,0001401708,13962
renn,0001509223,12759
tmst,0001598428,11948
tmst,0001598428,11947
bry,0001705873,11478
scsc,0000918965,80362
slam,0001838162,83557
fc,0000886206,31966
fc,0000886206,77637
hmst,0001518715,13278
mor,0001340243,68582
mytay,0001047564,85617
mvis,0000065770,83885
htbk,0001053352,86302
strl,0000874238,76927
strl,0000874238,10254
pzn,0001399249,92354
cresy,0001034957,84603
nwbo,0001072379,89277
cers,0001020214,84413
hstm,0001095565,88167
hzo,0001057060,86128
ufpt,0000914156,80050
gwh,0001819438,52935
sd,0001349436,79664
sd,0001349436,92421
tgi,0001021162,65744
tgi,0001021162,84041
ecom,0001169652,13890
ecom,0001169652,86585
hlx,0000866829,83990
hlx,0000866829,85168
sohu,0001734107,88467
brw,0000826020,55802
brw,0000826020,90039
mov,0000072573,79611
plow,0001287213,93372
good,0001234006,39432
good,0001234006,89823
fsm,0001341335,47036
fsm,0001341335,12982
nktr,0000906709,80539
cac,0000750686,50155
cac,0000750686,75155
cac,0000750686,85418
gsl,0001430725,90206
gsl,0001430725,91453
nwli,0001635984,56822
rick,0000935419,82518
acet,0001720580,10656
uht,0000798783,72864
clw,0001441236,92854
cfb,0001458412,60601
cfb,0001458412,86861
cenx,0000949157,83244
grc,0000042682,53604
titn,0001409171,92471
atni,0000879585,77090
atai,0001840904,92520
ambc,0000874501,12491
ambc,0000874501,13919
gco,0000018498,21055
valu,0000717720,80179
bjri,0001013488,84062
nx,0001423221,42307
nx,0001423221,92635
fbms,0000947559,91274
cogt,0001622229,90356
ntgr,0001122904,89800
lbc,0001475348,66982
lbc,0001475348,80690
fpi,0001591670,54500
agen,0001098972,87583
trst,0000357301,77519
gldd,0001372020,91665
idt,0001005731,83275
idt,0001005731,88988
mye,0000069488,65365
sva,0001084201,90517
bbar,0000913059,86149
srne,0000850261,14262
slrc,0001418076,93267
ceva,0001173489,88259
ceva,0001173489,89572
scvl,0000895447,79007
denn,0000852772,75914
denn,0000852772,85726
osbc,0000357173,79851
ffic,0000923139,82573
cpf,0000701347,11628
pgc,0001050743,88820
nlst,0001282631,91616
curv,0001792781,26957
mbi,0000814585,75175
ingn,0001294133,44410
big,0000768835,67467
alcc,0001849056,77753
cnsl,0001304421,90803
egle,0001322439,90724
avd,0000005981,11144
avd,0000005981,46156
crai,0001053706,85972
bxc,0001301787,90496
qnst,0001117297,93266
chs,0000897429,78963
eoi,0001300391,67889
acre,0001529377,13332
cvgw,0001133470,89447
swim,0001833197,89958
swim,0001833197,87188
cldt,0001476045,93314
rgp,0001084765,91084
ruth,0001324272,90871
nid,0001557915,34614
cmps,0001816590,85811
bbsi,0000902791,79249
bfc,0001746109,21629
anip,0001023024,89875
blx,0000890541,55116
blx,0000890541,77920
cmax,0001813914,79809
for,0001406587,92478
ctic,0000891293,84604
uslm,0000082020,65700
uis,0000746838,10890
ipi,0001421461,80935
ipi,0001421461,86074
ipi,0001421461,92621
yorw,0000108985,88857
thff,0000714562,77379
arr,0001428205,92477
casi,0000895051,83651
casi,0000895051,87028
lpg,0001596993,72442
lpg,0001596993,79061
iesc,0001048268,85768
gnk,0001326200,79268
gnk,0001326200,90813
cbl,0000910612,30912
cbl,0000910612,79777
nat,0001000177,85346
nrp,0001171486,89547
nrp,0001171486,90842
tile,0000715787,44768
edn,0001395213,91929
trmr,0001849396,14006
crf,0000033934,27342
tigr,0001756699,11233
tigr,0001756699,11781
ngd,0000800166,90433
lqdt,0001235468,91095
aezs,0001113423,88240
shcr,0001816233,82524
faro,0000917491,85372
csii,0001180145,91365
kelya,0000055135,47379
kelya,0000055135,47387
aiki,0000012239,33583
csv,0001016281,83856
iag,0001203464,89630
alt,0001326190,52492
alt,0001326190,80588
swbi,0001092796,77696
avir,0001593899,84192
bird,0001653909,18156
thr,0001489096,12783
hckt,0001057379,86048
vnda,0001347178,91186
pgen,0001356090,11457
pgen,0001356090,85313
lnd,0001499849,13680
can,0001780652,60759
can,0001780652,37815
can,0001780652,87027
jout,0000788329,11775
trns,0000099302,76946
sjt,0000319655,62391
onl,0001873923,57824
smrt,0001837014,77530
gbl,0001060349,38157
gbl,0001060349,86593
irs,0000933267,81127
tti,0000844965,37225
tti,0000844965,10064
tti,0000844965,76127
dx,0000826675,75269
alvr,0001754068,87755
ccbg,0000726601,84516
iiin,0000764401,87725
fcbc,0000859070,88944
dhil,0000909108,86818
clar,0000913277,87757
zumz,0001318008,90715
mx,0001325702,59942
mx,0001325702,12629
ccb,0001437958,30330
ccb,0001437958,20088
pv,0001818787,62658
gte,0001273441,21004
gte,0001273441,92619
agx,0000100591,64785
agx,0000100591,85895
hsii,0001066605,86827
amswa,0000713425,13777
eght,0001023731,85177
knop,0001564180,13867
cdxs,0001200375,93345
rada,0000761238,65374
rada,0000761238,78569
rada,0000761238,80571
ebf,0000033002,47511
srg,0001628063,67766
arow,0000717538,15070
artna,0000863110,83469
srlp,0001525287,14228
hci,0001400810,64223
hci,0001400810,92780
dco,0000030305,63132
icpt,0001270073,13643
icpt,0001270073,86123
lind,0001512499,49745
athx,0001368148,92456
sxc,0001514705,84662
sxc,0001514705,12905
acco,0000712034,90825
ble,0001176194,85858
olp,0000712770,59628
plce,0001041859,85390
mcbs,0001747068,80642
gevo,0001392380,12579
cass,0000708781,83738
mbwm,0001042729,87114
fsbc,0001275168,86826
mcs,0000062234,51423
exk,0001277866,91689
hy,0001173514,13577
sri,0001043337,79649
sri,0001043337,85440
cool,0001829953,86256
cool,0001829953,90539
blue,0001293971,18490
blue,0001293971,13947
blue,0001293971,88425
bmrc,0001403475,87476
biol,0000811240,78071
itrn,0001337117,45699
itrn,0001337117,90902
hrtx,0000818033,11636
dxpe,0001020710,85176
max,0001818383,30082
max,0001818383,53735
gcbc,0001070524,87069
mmd,0001518557,67678
rbot,0001812173,78175
rbot,0001812173,85315
mmx,0001773250,85780
nstc,0001835817,90363
vitl,0001579733,76265
amrn,0000897448,79122
amrn,0000897448,82548
hps,0001215913,66042
vsec,0000102752,79864
axgn,0000805928,10966
hayn,0000858655,91902
impx,0001820191,11401
newt,0001587987,58836
wsr,0001175535,12070
nbb,0001478888,75237
cem,0001488775,30736
cem,0001488775,58296
cem,0001488775,84382
lasr,0001124796,48769
ddi,0001799567,50067
api,0001802883,76879
vtnr,0000890447,78003
kop,0001315257,22170
kop,0001315257,91114
rad,0000084129,46922
fmnb,0000709337,13006
pflt,0001504619,12693
ifn,0000917100,52513
acam,0001846125,77021
hvt,0000216085,41217
hvt,0000216085,10294
mofg,0001412665,92593
drd,0001023512,85786
drd,0001023512,84072
espr,0001434868,13954
espr,0001434868,88521
lhc,0001824153,64274
wdh,0001823986,71212
pbi,0000078814,24459
gain,0001321741,90729
mpb,0000879635,50841
mpb,0000879635,47204
mpb,0000879635,85656
ezpw,0000876523,76798
gim,0000828803,56995
chuy,0001524931,13520
crmt,0000799850,11174
smbc,0000916907,80478
npk,0000080172,34497
fdus,0001513363,12885
vera,0001831828,90310
care,0001829576,64312
care,0001829576,88328
dsx,0001318885,90630
tcx,0000909494,61874
tcx,0000909494,83382
jpi,0001547994,46173
aehr,0001040470,85272
atlc,0001464343,86819
pets,0001040130,77406
pets,0001040130,90012
dgica,0000800457,11748
dgica,0000800457,88963
vsta,0001792829,89622
aspn,0001145986,15254
enpc,0001816261,32847
ino,0001055726,86444
rgc,0001829667,57146
rgc,0001829667,89409
ccne,0000736772,86384
sgh,0001616533,82306
cstr,0001676479,28661
cstr,0001676479,85173
vpg,0001487952,93426
tup,0001008654,83462
adxs,0001100397,14237
pnnt,0001383414,91966
ndac,0001837067,87833
tree,0001434621,80771
tree,0001434621,87636
tree,0001434621,92775
srdx,0000924717,85889
etb,0001308927,51115
senea,0000088948,62958
senea,0000088948,82279
cpsi,0001169445,10430
cpsi,0001169445,89387
chw,0001396277,70471
amot,0000046129,41188
flic,0000740663,36784
flic,0000740663,11006
gtx,0001735707,63191
lxfr,0001096056,13617
trc,0000096869,57007
ibcp,0000039311,88912
tnxp,0001430306,14107
fact,0001838987,92869
glbl,0001838615,78889
cswc,0000017313,21259
ross,0001841610,67636
ross,0001841610,76627
tnp,0001166663,89349
stk,0001471420,58464
wsbf,0001569994,90961
ofix,0000884624,78756
mitk,0000807863,11803
vtru,0001805012,84098
gate,0001838513,38245
gnty,0001058867,86067
sol,0001417892,22795
sol,0001417892,81290
sol,0001417892,92543
macc,0001840148,81499
aerg,0000879911,77443
strc,0001826681,83800
kodk,0000031235,11754
kodk,0000031235,14276
brdg,0001854401,88150
acro,0001847891,81237
adct,0001771910,50906
ride,0001759546,90967
cmcm,0001597835,76315
cpac,0001221029,13206
bhb,0000743367,85332
fra,0001259708,44708
best,0001709505,85360
best,0001709505,92553
cifr,0001819989,23529
pack,0001712463,77390
ston,0001753886,80767
ston,0001753886,90366
hsc,0000045876,25304
trin,0001786108,66713
flws,0001084869,87162
brt,0000014846,56856
opy,0000791963,78451
nml,0001562051,52871
metc,0001687187,53146
metc,0001687187,12223
dfp,0001559991,75052
nl,0000072162,13303
lxrx,0001062822,88173
rmax,0001581091,14221
ww,0000105319,82502
bbcp,0001703956,76312
ecc,0001604174,68398
svm,0001340677,39458
svm,0001340677,92893
fisi,0000862831,34877
fisi,0000862831,86965
evc,0001109116,88485
sb,0001434754,92679
cybe,0000768411,11825
cyh,0001108109,52302
cyh,0001108109,76578
cyh,0001108109,88284
anac,0001829558,12392
slcr,0001826553,68647
kpti,0001503802,14316
body,0001826889,12349
view,0001811856,29103
view,0001811856,88955
view,0001811856,77185
mdxg,0001376339,13878
sier,0001844135,12259
ht,0001063344,56485
ht,0001063344,86563
tk,0000911971,37233
tk,0000911971,81784
sln,0001479615,66317
aan,0001821393,10517
aan,0001821393,78049
emo,0001517518,12839
fsd,0001494530,31800
esm,0001841420,19713
sify,0001094324,87344
plpc,0000080035,89141
dxlg,0000813298,11379
bzh,0000915840,80193
nept,0001401395,92222
wtba,0001166928,89425
cznc,0000810958,90534
jun,0001838814,58237
cook,0001857853,79373
tipt,0001393726,10473
tipt,0001393726,92111
absi,0001672688,10074
htbi,0001538263,13534
nc,0000789933,28118
newp,0001369085,57534
uve,0000891166,78211
feng,0001509646,12751
grvy,0001313310,90595
ebtc,0001018399,90590
shbi,0001035092,88970
kalv,0001348911,46974
boom,0000034067,33823
doug,0001878897,30622
ree,0001843588,26307
ree,0001843588,77635
ree,0001843588,12057
djco,0000783412,10355
ciig,0001841338,11737
ske,0001713748,87254
rfi,0000891290,45209
amnb,0000741516,86814
lgto,0001883814,81877
smmf,0000811808,90544
qiwi,0001561566,13941
avnw,0001377789,91836
aptm,0001845550,87230
arrw,0001835972,88789
ptsi,0000798287,10649
inbk,0001562463,13797
tpc,0000077543,50550
tpc,0000077543,76634
tpc,0000077543,87349
pei,0000077281,50702
lptv,0001643988,12147
avdl,0001012477,10360
cir,0001091883,87268
skyt,0001819974,75490
krt,0001758021,56610
krt,0001758021,88305
krt,0001758021,78075
gbli,0001494904,89942
tci,0000733590,89317
tci,0000733590,58122
asc,0001577437,44652
asc,0001577437,14092
cece,0000003197,11499
pow,0001829427,69622
eh,0001759783,42446
rev,0000887921,82859
tgb,0000878518,77570
sgu,0001002590,82743
sgu,0001002590,86760
mdh,0001823143,90506
sfst,0001090009,90358
eac,0001832765,88922
eac,0001832765,13373
adex,0001830029,82467
iiii,0001829889,83276
axti,0001051627,86051
glad,0001143513,10993
glad,0001143513,89103
plm,0000866028,75266
plm,0000866028,91306
onyx,0001849548,83295
tg,0000850429,14760
tg,0000850429,75649
rlgt,0001171155,13196
cbnk,0001419536,91397
cyd,0000932695,81134
loco,0001606366,50199
gilt,0000897322,78971
hdsn,0000925528,81084
ncac,0001849475,55750
isrl,0001915328,46042
ffa,0001291334,70623
ffa,0001291334,80684
anik,0000898437,79150
fsp,0001031316,90755
soi,0001697500,67758
grpn,0001490281,13108
cste,0001504379,13321
rsi,0001793659,53962
sght,0001531177,79419
bpt,0000850033,75622
utmd,0000706698,79776
ctv,0001835378,85231
mpx,0001129155,52653
mpx,0001129155,76777
mpx,0001129155,88895
mcbc,0001053584,87501
dtc,0001870600,31325
noa,0001368519,91584
ormp,0001176309,13798
caf,0001368493,78795
cru,0001825497,93298
hbcp,0001436425,92810
clas,0001826855,82680
ssti,0001351636,82619
ello,0000946394,82511
bsrr,0001130144,87014
mtw,0000061986,51263
imrx,0001790340,92200
rm,0001519401,60572
rm,0001519401,13302
dnad,0001850272,55547
cmtl,0000023197,26201
fnlc,0000765207,87067
whf,0001552198,13714
frst,0001325670,36602
sor,0000091847,62068
nwpx,0001001385,82599
aht,0001232582,75108
aht,0001232582,89803
co,0001467808,11156
co,0001467808,93123
cplp,0001392326,91895
hcii,0001823033,92780
mon,0001828325,68056
mon,0001828325,68056
mon,0001828325,76829
mon,0001828325,88668
vlgea,0000103595,80857
bcbp,0001228454,91015
acmr,0001680062,85452
cmpx,0001738021,52469
cmpx,0001738021,85171
rgls,0001505512,13652
gci,0001579684,47941
esq,0001531031,31704
msb,0000065172,27975
tcs,0001411688,14274
prts,0001378950,87803
prts,0001378950,91826
casa,0001333835,83362
gia,0001844505,51035
osur,0001116463,10860
skil,0001774675,87630
bwc,0001854863,10220
strs,0000885508,72937
strs,0000885508,77790
ml,0001807846,20562
ml,0001807846,83605
dmrc,0001438231,87482
dmrc,0001438231,92808
mgu,0001326390,34139
optn,0001494650,77517
lndc,0001005286,83148
osg,0000075208,51457
sar,0001377936,91858
dhx,0001393883,92172
flag,0001855485,36680
flag,0001855485,10926
inve,0001036044,85502
aveo,0001325879,93301
nen,0000746514,90329
rei,0001384195,52257
rei,0001384195,35764
rei,0001384195,14137
acnb,0000715579,12480
vii,0001826011,47968
vii,0001826011,61700
tris,0001852736,90673
ngvc,0001547459,13508
unty,0000920427,84397
zeus,0000917470,80375
orrf,0000826154,92919
nn,0001865631,78711
fbiz,0001521951,90949
bkcc,0001326003,92090
osi,0001832136,59601
osi,0001832136,54535
osi,0001832136,76702
osi,0001832136,83400
mcr,0000851170,61786
mcr,0000851170,24213
eex,0001579214,67491
amtx,0000738214,43474
nath,0000069733,78900
alto,0000778164,12192
le,0000799288,75232
ois,0001121484,88897
egy,0000894627,77820
egy,0000894627,78841
cwco,0000928340,81610
urg,0001375205,92747
mpaa,0000918251,80341
edap,0001041934,85285
phci,0001620749,61672
phci,0001620749,77337
naut,0001808805,72710
giw,0001848795,90058
powl,0000080420,63715
ff,0001337298,12615
glo,0001350869,55052
itic,0000720858,10901
glre,0001385613,92041
atro,0000008063,15457
bcov,0001313275,13260
kron,0001741830,77662
nr,0000071829,34673
epm,0001006655,83411
erc,0001227073,64944
erc,0001227073,48741
bgfv,0001156388,89413
bgh,0001521404,91410
sunl,0001821850,77248
cix,0001049606,85903
thrx,0001745020,90423
trca,0001840353,90096
scm,0001551901,20474
scm,0001551901,13692
nrim,0001163370,76529
pkbk,0001315399,89573
fct,0001282850,58851
fct,0001282850,75820
ocn,0000873860,84007
atom,0001420520,80583
iii,0001371489,91754
dbd,0000028823,40440
frw,0001825739,81707
asa,0001230869,26649
opt,0001815620,87148
bny,0001137390,44257
conn,0001223389,89908
silc,0000916793,80276
fif,0001513789,77628
ueic,0000101984,78915
hov,0000357294,45508
hov,0000357294,65285
pyr,0001743344,87467
mlr,0000924822,18673
mlr,0000924822,80828
adap,0001621227,20723
nvec,0000724910,83955
nvec,0000724910,89655
arte,0001839990,84631
apac,0001844981,82471
gne,0001528356,13019
omer,0001285819,93085
alco,0000003545,11790
hrzn,0001487428,42535
hrzn,0001487428,12355
piii,0001832511,88554
ever,0001640428,33647
ever,0001640428,13384
ags,0001593548,66755
ags,0001593548,85626
bkn,0000894242,63925
egan,0001066194,87227
smfr,0001818331,46114
psf,0001498612,76822
bmac,0001848020,19968
fll,0000891482,79490
pcyo,0000276720,64742
tsi,0000809559,54877
tmc,0001798562,40635
tmc,0001798562,81193
smti,0000714256,66472
bbw,0001113809,90371
wilc,0001030997,84833
tron,0001847513,77367
mn,0001524223,35115
mn,0001524223,13084
lmnr,0001342423,93397
tsbk,0001046050,85751
arl,0001102238,49322
arl,0001102238,44046
panl,0001606909,77610
wldn,0001370450,86706
wldn,0001370450,91625
pmts,0001641614,80836
weys,0000106532,38033
rigl,0001034842,88810
pke,0000076267,35107
jakk,0001009829,83520
ndls,0001275158,13959
cnty,0000911147,79791
tga,0000736744,77729
fsbw,0001530249,13528
cpss,0000889609,78018
essa,0001382230,91959
bnft,0001576169,14149
cvcy,0001127371,90082
loop,0001504678,91358
lyts,0000763532,89456
vstm,0001526119,13202
kmda,0001567529,13930
obt,0001754226,77155
tlys,0001524025,13399
acv,0001636289,42083
acv,0001636289,69163
nwfl,0001013272,85883
roc,0001884516,66691
roc,0001884516,90849
apn,0001849011,54236
apn,0001849011,83142
apn,0001849011,85758
thtx,0001512717,80666
mgnx,0001125345,14257
lcnb,0001074902,13007
ob,0001454938,91600
wlfc,0001018164,83969
etx,0001563696,50710
ctr,0001547341,85761
ll,0001396033,92400
uti,0001261654,80104
uti,0001261654,89973
grph,0001815776,39651
real,0001573221,66369
ntg,0001490286,87539
dune,0001817232,30832
ngc,0001843249,69585
clbr,0001847064,86058
rent,0001468327,66406
rent,0001468327,10853
istr,0001602658,43618
necb,0001847398,81094
necb,0001847398,91405
quot,0001115128,65198
quot,0001115128,87183
xoma,0000791908,10333
actg,0000934549,83730
actg,0000934549,89611
evbn,0000842518,89038
mhi,0001223026,52441
mhi,0001223026,76835
mhi,0001223026,83228
sev,0001840416,75272
aaci,0001844817,85287
aaci,0001844817,82661
stsa,0001692830,11056
nksh,0000796534,87505
cato,0000018255,11267
atlo,0001132651,90470
mixt,0001576914,14075
rell,0000355948,66852
chmg,0000763563,13694
aft,0001502573,29022
ftf,0001233087,81783
emp,0000066901,32417
ufi,0000100726,78044
mav,0001258943,84393
aray,0001138723,15051
aray,0001138723,91814
fosl,0000883569,79089
tig,0001801754,79137
glt,0000041719,57154
rose,0001870129,67599
rose,0001870129,79304
rose,0001870129,91100
cmrx,0001117480,13870
tcfc,0000855874,14175
ccrd,0000320340,85458
opp,0001678130,66675
immr,0001058811,87394
scor,0001158172,58625
scor,0001158172,92102
cvgi,0001290900,51880
cvgi,0001290900,90314
prpl,0001643953,88165
em,0001834253,62578
em,0001834253,92992
cmls,0001058623,86155
pfsw,0001095315,87510
wrn,0001364125,80729
wrn,0001364125,12569
frgi,0001534992,13375
hil,0001287808,39386
hil,0001287808,51430
hil,0001287808,76094
hil,0001287808,91355
agil,0001790625,87153
odc,0000074046,59185
cvly,0000806279,84725
dlhc,0000785557,10257
mhld,0001412100,92684
ltrx,0001114925,88542
ngl,0001504461,12745
tbnk,0001447051,92987
ram,0001841867,45014
ram,0001841867,76780
cban,0000711669,22024
cban,0000711669,85966
nsl,0001093428,56055
quad,0001481792,64902
quad,0001481792,12009
pkoh,0000076282,61269
mfin,0001000209,79286
sppi,0000831547,83950
frbk,0000834285,12166
amci,0001843724,32679
amci,0001843724,84189
ccai,0001846968,82161
ltch,0001826000,77353
evi,0000065312,53226
evi,0000065312,87437
evi,0000065312,68080
mrbk,0001750735,52840
igi,0001462586,40184
igi,0001462586,89227
grx,0001391437,12087
lcut,0000874396,76686
syn,0000894158,37102
syn,0000894158,92130
vect,0001836379,80398
wprt,0001370416,92776
rcky,0000895456,78908
mrcc,0001512931,11776
mrcc,0001512931,13650
clsn,0000749647,86589
clsn,0000749647,88208
kvhi,0001007587,83390
sgii,0001869824,11933
cvm,0000725363,44813
mlp,0000063330,51925
cia,0000024090,23799
rgco,0001069533,80294
hnrg,0000788965,47723
voxx,0000807707,75033
camp,0000730255,20670
clvs,0001466301,13107
asps,0001462418,92981
pnrg,0000056868,46923
omeg,0001832010,59652
twn,0000804123,37524
samg,0001549966,13969
artl,0001621221,75503
bset,0000010329,17137
hoft,0001077688,89416
natr,0000275053,56945
crnt,0001119769,76588
crnt,0001119769,88526
free,0001753706,87068
free,0001753706,91023
linc,0001286613,90735
basi,0001330016,85526
onds,0001646188,87509
true,0001327318,78830
true,0001327318,84140
true,0001327318,87515
insi,0000030125,44143
calb,0001752036,20627
kfs,0001072627,89063
mhh,0001437226,92797
flc,0001245648,46228
flc,0001245648,81866
impl,0001445499,43685
jill,0001687932,79819
rain,0001724979,65577
rain,0001724979,81581
plbc,0001168455,90710
howl,0001785530,42762
scma,0001863428,69535
ptrs,0000832090,80024
rex,0000744187,68830
rex,0000744187,77771
cfnb,0000803016,11246
ntp,0000829365,76961
prph,0000868278,85205
esea,0001341170,91734
kndi,0001316517,92589
talk,0001803901,82285
blze,0001462056,79070
blze,0001462056,87754
twin,0000100378,59600
twin,0000100378,81231
cbh,0001701809,86845
fsfg,0001435508,92809
rdcm,0001016838,85397
sgc,0000095574,47861
enx,0001177162,75090
spir,0001816017,72232
rcmt,0000700841,65270
tern,0001831363,86337
cctc,0001445109,25727
lion,0001845991,80990
ctrn,0001318484,22999
ctrn,0001318484,90706
mcn,0001289868,75298
mcn,0001289868,63685
gtii,0000356590,76753
spe,0000897802,43940
pwod,0000716605,89211
luna,0001239819,91359
ehi,0001228509,75467
ide,0001417802,89302
apei,0001201792,92428
hurc,0000315374,42922
extn,0001635881,87572
prds,0001822711,87363
xl,0001772720,76763
xl,0001772720,86314
sga,0000886136,57947
sga,0000886136,79033
glg,0001556266,78495
glg,0001556266,91690
infu,0001337013,12452
stxs,0001289340,90325
oprt,0001538716,59919
maps,0001779474,80252
rpid,0001380106,80230
ovly,0001431567,92878
asys,0000720500,65008
hwbk,0000893847,88341
pbpb,0001195734,14258
rmti,0001041024,85744
smsi,0000948708,82281
ovid,0001636651,80615
rvsb,0001041368,79734
evg,0001287498,33647
genc,0000064472,52250
sevn,0001452477,70149
sevn,0001452477,75488
allt,0001365767,91604
nrt,0000072633,63706
nrt,0000072633,39300
hrbr,0000899394,85376
